key_id,key,operation,pX,pY,LR,state,delta,time_diff,time_since_beginning,press_to_press,release_to_press,hold_time
14,1,1,0,0,0,1,0,0,0,0,0,119
15,2,1,0,0,0,1,0,0,0,0,0,100
16,3,1,0,0,0,1,0,0,0,0,0,110
1,u,1,0,0,0,1,0,0,0,0,0,92
2,s,1,0,0,0,1,0,0,0,0,0,126
3,e,1,0,0,0,1,0,0,0,0,0,108
4,r,1,0,0,0,1,0,0,0,0,0,83
5,1,1,0,0,0,1,0,0,0,0,0,134
6,p,1,0,0,0,1,0,0,0,0,0,109
7,a,1,0,0,0,1,0,0,0,0,0,91
8,s,1,0,0,0,1,0,0,0,0,0,73
9,s,1,0,0,0,1,0,0,0,0,0,83
10,w,1,0,0,0,1,0,0,0,0,0,109
11,o,1,0,0,0,1,0,0,0,0,0,84
12,r,1,0,0,0,1,0,0,0,0,0,85
13,d,1,0,0,0,1,0,0,0,0,0,92
14,1,1,0,0,0,1,0,0,0,0,0,119
15,2,1,0,0,0,1,0,0,0,0,0,100
16,3,1,0,0,0,1,0,0,0,0,0,110
1,u,1,0,0,0,1,0,0,0,0,0,110
2,s,1,0,0,0,1,0,0,0,0,0,191
3,r,1,0,0,0,1,0,0,0,0,0,74
4,1,1,0,0,0,1,0,0,0,0,0,142
5,p,1,0,0,0,1,0,0,0,0,0,98
6,a,1,0,0,0,1,0,0,0,0,0,92
7,s,1,0,0,0,1,0,0,0,0,0,67
8,s,1,0,0,0,1,0,0,0,0,0,84
9,w,1,0,0,0,1,0,0,0,0,0,93
10,o,1,0,0,0,1,0,0,0,0,0,93
11,r,1,0,0,0,1,0,0,0,0,0,76
12,d,1,0,0,0,1,0,0,0,0,0,92
13,1,1,0,0,0,1,0,0,0,0,0,109
14,2,1,0,0,0,1,0,0,0,0,0,83
15,3,1,0,0,0,1,0,0,0,0,0,117
1,u,1,0,0,0,1,0,0,0,0,0,99
2,s,1,0,0,0,1,0,0,0,0,0,116
3,e,1,0,0,0,1,0,0,0,0,0,109
4,r,1,0,0,0,1,0,0,0,0,0,92
5,1,1,0,0,0,1,0,0,0,0,0,116
6,p,1,0,0,0,1,0,0,0,0,0,110
7,a,1,0,0,0,1,0,0,0,0,0,100
8,s,1,0,0,0,1,0,0,0,0,0,66
9,s,1,0,0,0,1,0,0,0,0,0,83
10,w,1,0,0,0,1,0,0,0,0,0,109
11,o,1,0,0,0,1,0,0,0,0,0,92
12,r,1,0,0,0,1,0,0,0,0,0,82
13,d,1,0,0,0,1,0,0,0,0,0,84
14,1,1,0,0,0,1,0,0,0,0,0,117
15,2,1,0,0,0,1,0,0,0,0,0,82
16,3,1,0,0,0,1,0,0,0,0,0,67
1,u,1,0,0,0,1,0,0,0,0,0,92
2,s,1,0,0,0,1,0,0,0,0,0,109
3,e,1,0,0,0,1,0,0,0,0,0,109
4,r,1,0,0,0,1,0,0,0,0,0,117
5,1,1,0,0,0,1,0,0,0,0,0,125
6,p,1,0,0,0,1,0,0,0,0,0,99
7,a,1,0,0,0,1,0,0,0,0,0,109
8,s,1,0,0,0,1,0,0,0,0,0,67
9,s,1,0,0,0,1,0,0,0,0,0,102
10,w,1,0,0,0,1,0,0,0,0,0,101
11,o,1,0,0,0,1,0,0,0,0,0,93
12,r,1,0,0,0,1,0,0,0,0,0,100
13,d,1,0,0,0,1,0,0,0,0,0,77
14,1,1,0,0,0,1,0,0,0,0,0,118
15,2,1,0,0,0,1,0,0,0,0,0,75
16,3,1,0,0,0,1,0,0,0,0,0,93
1,u,1,0,0,0,1,0,0,0,0,0,100
2,s,1,0,0,0,1,0,0,0,0,0,109
3,e,1,0,0,0,1,0,0,0,0,0,107
4,r,1,0,0,0,1,0,0,0,0,0,82
5,1,1,0,0,0,1,0,0,0,0,0,118
6,p,1,0,0,0,1,0,0,0,0,0,100
7,a,1,0,0,0,1,0,0,0,0,0,100
8,s,1,0,0,0,1,0,0,0,0,0,67
9,s,1,0,0,0,1,0,0,0,0,0,83
10,w,1,0,0,0,1,0,0,0,0,0,92
11,o,1,0,0,0,1,0,0,0,0,0,83
12,r,1,0,0,0,1,0,0,0,0,0,60
13,d,1,0,0,0,1,0,0,0,0,0,92
14,1,1,0,0,0,1,0,0,0,0,0,99
15,2,1,0,0,0,1,0,0,0,0,0,85
16,3,1,0,0,0,1,0,0,0,0,0,68
1,u,1,0,0,0,1,0,0,0,0,0,100
2,s,1,0,0,0,1,0,0,0,0,0,109
3,e,1,0,0,0,1,0,0,0,0,0,107
4,r,1,0,0,0,1,0,0,0,0,0,82
5,1,1,0,0,0,1,0,0,0,0,0,118
6,p,1,0,0,0,1,0,0,0,0,0,100
7,a,1,0,0,0,1,0,0,0,0,0,100
8,s,1,0,0,0,1,0,0,0,0,0,67
9,s,1,0,0,0,1,0,0,0,0,0,83
10,w,1,0,0,0,1,0,0,0,0,0,92
11,o,1,0,0,0,1,0,0,0,0,0,83
12,r,1,0,0,0,1,0,0,0,0,0,60
13,d,1,0,0,0,1,0,0,0,0,0,92
14,1,1,0,0,0,1,0,0,0,0,0,99
15,2,1,0,0,0,1,0,0,0,0,0,85
16,3,1,0,0,0,1,0,0,0,0,0,68
1,u,1,0,0,0,1,0,0,0,0,0,100
2,s,1,0,0,0,1,0,0,0,0,0,109
3,e,1,0,0,0,1,0,0,0,0,0,107
4,r,1,0,0,0,1,0,0,0,0,0,82
5,1,1,0,0,0,1,0,0,0,0,0,118
6,p,1,0,0,0,1,0,0,0,0,0,100
7,a,1,0,0,0,1,0,0,0,0,0,100
8,s,1,0,0,0,1,0,0,0,0,0,67
9,s,1,0,0,0,1,0,0,0,0,0,83
10,w,1,0,0,0,1,0,0,0,0,0,92
11,o,1,0,0,0,1,0,0,0,0,0,83
12,r,1,0,0,0,1,0,0,0,0,0,60
13,d,1,0,0,0,1,0,0,0,0,0,92
14,1,1,0,0,0,1,0,0,0,0,0,99
15,2,1,0,0,0,1,0,0,0,0,0,85
16,3,1,0,0,0,1,0,0,0,0,0,68
1,u,1,0,0,0,1,0,0,0,0,0,100
2,s,1,0,0,0,1,0,0,0,0,0,109
3,e,1,0,0,0,1,0,0,0,0,0,107
4,r,1,0,0,0,1,0,0,0,0,0,82
5,1,1,0,0,0,1,0,0,0,0,0,118
6,p,1,0,0,0,1,0,0,0,0,0,100
7,a,1,0,0,0,1,0,0,0,0,0,100
8,s,1,0,0,0,1,0,0,0,0,0,67
9,s,1,0,0,0,1,0,0,0,0,0,83
10,w,1,0,0,0,1,0,0,0,0,0,92
11,o,1,0,0,0,1,0,0,0,0,0,83
12,r,1,0,0,0,1,0,0,0,0,0,60
13,d,1,0,0,0,1,0,0,0,0,0,92
14,1,1,0,0,0,1,0,0,0,0,0,99
15,2,1,0,0,0,1,0,0,0,0,0,85
16,3,1,0,0,0,1,0,0,0,0,0,68
1,u,1,0,0,0,1,0,0,0,0,0,99
2,s,1,0,0,0,1,0,0,0,0,0,158
3,r,1,0,0,0,1,0,0,0,0,0,100
4,1,1,0,0,0,1,0,0,0,0,0,99
5,p,1,0,0,0,1,0,0,0,0,0,209
6,a,1,0,0,0,1,0,0,0,0,0,291
7,d,1,0,0,0,1,0,0,0,0,0,184
8,Backspace,1,0,0,0,1,0,0,0,0,0,801
9,p,1,0,0,0,1,0,0,0,0,0,99
10,a,1,0,0,0,1,0,0,0,0,0,100
11,s,1,0,0,0,1,0,0,0,0,0,72
12,s,1,0,0,0,1,0,0,0,0,0,85
13,w,1,0,0,0,1,0,0,0,0,0,117
14,o,1,0,0,0,1,0,0,0,0,0,126
15,r,1,0,0,0,1,0,0,0,0,0,92
16,d,1,0,0,0,1,0,0,0,0,0,233
17,1,1,0,0,0,1,0,0,0,0,0,251
18,2,1,0,0,0,1,0,0,0,0,0,311
19,3,1,0,0,0,1,0,0,0,0,0,117
1,u,1,99
2,s,1,134
3,e,1,120
4,r,1,105
5,1,1,115
6,p,1,107
7,a,1,106
8,s,1,86
9,s,1,104
10,w,1,141
11,o,1,95
12,r,1,77
13,d,1,153
14,1,1,153
15,2,1,132
16,3,1,121
1,u,1,0,0,0,1,0,0,0,0,0,99
2,s,1,0,0,0,1,0,0,0,0,0,134
3,e,1,0,0,0,1,0,0,0,0,0,120
4,r,1,0,0,0,1,0,0,0,0,0,105
5,1,1,0,0,0,1,0,0,0,0,0,115
6,p,1,0,0,0,1,0,0,0,0,0,107
7,a,1,0,0,0,1,0,0,0,0,0,106
8,s,1,0,0,0,1,0,0,0,0,0,86
9,s,1,0,0,0,1,0,0,0,0,0,104
10,w,1,0,0,0,1,0,0,0,0,0,141
11,o,1,0,0,0,1,0,0,0,0,0,95
12,r,1,0,0,0,1,0,0,0,0,0,77
13,d,1,0,0,0,1,0,0,0,0,0,153
14,1,1,0,0,0,1,0,0,0,0,0,153
15,2,1,0,0,0,1,0,0,0,0,0,132
16,3,1,0,0,0,1,0,0,0,0,0,121
1,u,1,0,0,0,1,0,0,0,0,0,102
2,s,1,0,0,0,1,0,0,0,0,0,91
3,e,1,0,0,0,1,0,0,0,0,0,111
4,r,1,0,0,0,1,0,0,0,0,0,84
5,1,1,0,0,0,1,0,0,0,0,0,103
6,p,1,0,0,0,1,0,0,0,0,0,98
7,a,1,0,0,0,1,0,0,0,0,0,100
8,s,1,0,0,0,1,0,0,0,0,0,58
9,s,1,0,0,0,1,0,0,0,0,0,67
10,w,1,0,0,0,1,0,0,0,0,0,95
11,o,1,0,0,0,1,0,0,0,0,0,80
12,r,1,0,0,0,1,0,0,0,0,0,79
13,d,1,0,0,0,1,0,0,0,0,0,130
14,1,1,0,0,0,1,0,0,0,0,0,141
15,2,1,0,0,0,1,0,0,0,0,0,114
16,3,1,0,0,0,1,0,0,0,0,0,119
1,u,1,0,0,0,1,0,0,0,0,0,102
2,s,1,0,0,0,1,0,0,0,0,0,91
3,e,1,0,0,0,1,0,0,0,0,0,111
4,r,1,0,0,0,1,0,0,0,0,0,84
5,1,1,0,0,0,1,0,0,0,0,0,103
6,p,1,0,0,0,1,0,0,0,0,0,98
7,a,1,0,0,0,1,0,0,0,0,0,100
8,s,1,0,0,0,1,0,0,0,0,0,58
9,s,1,0,0,0,1,0,0,0,0,0,67
10,w,1,0,0,0,1,0,0,0,0,0,95
11,o,1,0,0,0,1,0,0,0,0,0,80
12,r,1,0,0,0,1,0,0,0,0,0,79
13,d,1,0,0,0,1,0,0,0,0,0,130
14,1,1,0,0,0,1,0,0,0,0,0,141
15,2,1,0,0,0,1,0,0,0,0,0,114
16,3,1,0,0,0,1,0,0,0,0,0,119
1,u,1,0,0,0,1,0,0,0,0,0,102
2,s,1,0,0,0,1,0,0,0,0,0,91
3,e,1,0,0,0,1,0,0,0,0,0,111
4,r,1,0,0,0,1,0,0,0,0,0,84
5,1,1,0,0,0,1,0,0,0,0,0,103
6,p,1,0,0,0,1,0,0,0,0,0,98
7,a,1,0,0,0,1,0,0,0,0,0,100
8,s,1,0,0,0,1,0,0,0,0,0,58
9,s,1,0,0,0,1,0,0,0,0,0,67
10,w,1,0,0,0,1,0,0,0,0,0,95
11,o,1,0,0,0,1,0,0,0,0,0,80
12,r,1,0,0,0,1,0,0,0,0,0,79
13,d,1,0,0,0,1,0,0,0,0,0,130
14,1,1,0,0,0,1,0,0,0,0,0,141
15,2,1,0,0,0,1,0,0,0,0,0,114
16,3,1,0,0,0,1,0,0,0,0,0,119
1,u,1,0,0,0,1,0,0,0,0,0,102
2,s,1,0,0,0,1,0,0,0,0,0,91
3,e,1,0,0,0,1,0,0,0,0,0,111
4,r,1,0,0,0,1,0,0,0,0,0,84
5,1,1,0,0,0,1,0,0,0,0,0,103
6,p,1,0,0,0,1,0,0,0,0,0,98
7,a,1,0,0,0,1,0,0,0,0,0,100
8,s,1,0,0,0,1,0,0,0,0,0,58
9,s,1,0,0,0,1,0,0,0,0,0,67
10,w,1,0,0,0,1,0,0,0,0,0,95
11,o,1,0,0,0,1,0,0,0,0,0,80
12,r,1,0,0,0,1,0,0,0,0,0,79
13,d,1,0,0,0,1,0,0,0,0,0,130
14,1,1,0,0,0,1,0,0,0,0,0,141
15,2,1,0,0,0,1,0,0,0,0,0,114
16,3,1,0,0,0,1,0,0,0,0,0,119
1,u,1,0,0,0,1,0,0,0,0,0,102
2,s,1,0,0,0,1,0,0,0,0,0,91
3,e,1,0,0,0,1,0,0,0,0,0,111
4,r,1,0,0,0,1,0,0,0,0,0,84
5,1,1,0,0,0,1,0,0,0,0,0,103
6,p,1,0,0,0,1,0,0,0,0,0,98
7,a,1,0,0,0,1,0,0,0,0,0,100
8,s,1,0,0,0,1,0,0,0,0,0,58
9,s,1,0,0,0,1,0,0,0,0,0,67
10,w,1,0,0,0,1,0,0,0,0,0,95
11,o,1,0,0,0,1,0,0,0,0,0,80
12,r,1,0,0,0,1,0,0,0,0,0,79
13,d,1,0,0,0,1,0,0,0,0,0,130
14,1,1,0,0,0,1,0,0,0,0,0,141
15,2,1,0,0,0,1,0,0,0,0,0,114
16,3,1,0,0,0,1,0,0,0,0,0,119
1,u,1,0,0,0,1,0,0,0,0,0,102
2,s,1,0,0,0,1,0,0,0,0,0,91
3,e,1,0,0,0,1,0,0,0,0,0,111
4,r,1,0,0,0,1,0,0,0,0,0,84
5,1,1,0,0,0,1,0,0,0,0,0,103
6,p,1,0,0,0,1,0,0,0,0,0,98
7,a,1,0,0,0,1,0,0,0,0,0,100
8,s,1,0,0,0,1,0,0,0,0,0,58
9,s,1,0,0,0,1,0,0,0,0,0,67
10,w,1,0,0,0,1,0,0,0,0,0,95
11,o,1,0,0,0,1,0,0,0,0,0,80
12,r,1,0,0,0,1,0,0,0,0,0,79
13,d,1,0,0,0,1,0,0,0,0,0,130
14,1,1,0,0,0,1,0,0,0,0,0,141
15,2,1,0,0,0,1,0,0,0,0,0,114
16,3,1,0,0,0,1,0,0,0,0,0,119
1,u,1,0,0,0,1,0,0,0,0,0,102
2,s,1,0,0,0,1,0,0,0,0,0,91
3,e,1,0,0,0,1,0,0,0,0,0,111
4,r,1,0,0,0,1,0,0,0,0,0,84
5,1,1,0,0,0,1,0,0,0,0,0,103
6,p,1,0,0,0,1,0,0,0,0,0,98
7,a,1,0,0,0,1,0,0,0,0,0,100
8,s,1,0,0,0,1,0,0,0,0,0,58
9,s,1,0,0,0,1,0,0,0,0,0,67
10,w,1,0,0,0,1,0,0,0,0,0,95
11,o,1,0,0,0,1,0,0,0,0,0,80
12,r,1,0,0,0,1,0,0,0,0,0,79
13,d,1,0,0,0,1,0,0,0,0,0,130
14,1,1,0,0,0,1,0,0,0,0,0,141
15,2,1,0,0,0,1,0,0,0,0,0,114
16,3,1,0,0,0,1,0,0,0,0,0,119
1,u,1,0,0,0,1,0,0,0,0,0,102
2,s,1,0,0,0,1,0,0,0,0,0,91
3,e,1,0,0,0,1,0,0,0,0,0,111
4,r,1,0,0,0,1,0,0,0,0,0,84
5,1,1,0,0,0,1,0,0,0,0,0,103
6,p,1,0,0,0,1,0,0,0,0,0,98
7,a,1,0,0,0,1,0,0,0,0,0,100
8,s,1,0,0,0,1,0,0,0,0,0,58
9,s,1,0,0,0,1,0,0,0,0,0,67
10,w,1,0,0,0,1,0,0,0,0,0,95
11,o,1,0,0,0,1,0,0,0,0,0,80
12,r,1,0,0,0,1,0,0,0,0,0,79
13,d,1,0,0,0,1,0,0,0,0,0,130
14,1,1,0,0,0,1,0,0,0,0,0,141
15,2,1,0,0,0,1,0,0,0,0,0,114
16,3,1,0,0,0,1,0,0,0,0,0,119
1,u,1,0,0,0,1,0,0,0,0,0,99
2,s,1,0,0,0,1,0,0,0,0,0,85
3,e,1,0,0,0,1,0,0,0,0,0,113
4,r,1,0,0,0,1,0,0,0,0,0,64
5,1,1,0,0,0,1,0,0,0,0,0,88
6,p,1,0,0,0,1,0,0,0,0,0,102
7,a,1,0,0,0,1,0,0,0,0,0,117
8,s,1,0,0,0,1,0,0,0,0,0,75
9,s,1,0,0,0,1,0,0,0,0,0,102
10,w,1,0,0,0,1,0,0,0,0,0,118
11,o,1,0,0,0,1,0,0,0,0,0,94
12,r,1,0,0,0,1,0,0,0,0,0,81
13,d,1,0,0,0,1,0,0,0,0,0,96
14,1,1,0,0,0,1,0,0,0,0,0,122
15,2,1,0,0,0,1,0,0,0,0,0,113
16,3,1,0,0,0,1,0,0,0,0,0,115
1,u,1,0,0,0,1,0,0,0,0,0,99
2,s,1,0,0,0,1,0,0,0,0,0,85
3,e,1,0,0,0,1,0,0,0,0,0,113
4,r,1,0,0,0,1,0,0,0,0,0,64
5,1,1,0,0,0,1,0,0,0,0,0,88
6,p,1,0,0,0,1,0,0,0,0,0,102
7,a,1,0,0,0,1,0,0,0,0,0,117
8,s,1,0,0,0,1,0,0,0,0,0,75
9,s,1,0,0,0,1,0,0,0,0,0,102
10,w,1,0,0,0,1,0,0,0,0,0,118
11,o,1,0,0,0,1,0,0,0,0,0,94
12,r,1,0,0,0,1,0,0,0,0,0,81
13,d,1,0,0,0,1,0,0,0,0,0,96
14,1,1,0,0,0,1,0,0,0,0,0,122
15,2,1,0,0,0,1,0,0,0,0,0,113
16,3,1,0,0,0,1,0,0,0,0,0,115
1,u,1,0,0,0,1,0,0,0,0,0,93
2,s,1,0,0,0,1,0,0,0,0,0,101
3,e,1,0,0,0,1,0,0,0,0,0,100
4,r,1,0,0,0,1,0,0,0,0,0,99
5,1,1,0,0,0,1,0,0,0,0,0,104
6,p,1,0,0,0,1,0,0,0,0,0,93
7,a,1,0,0,0,1,0,0,0,0,0,136
8,s,1,0,0,0,1,0,0,0,0,0,92
9,s,1,0,0,0,1,0,0,0,0,0,89
10,w,1,0,0,0,1,0,0,0,0,0,118
11,o,1,0,0,0,1,0,0,0,0,0,97
12,r,1,0,0,0,1,0,0,0,0,0,81
13,d,1,0,0,0,1,0,0,0,0,0,114
14,1,1,0,0,0,1,0,0,0,0,0,151
15,2,1,0,0,0,1,0,0,0,0,0,108
16,3,1,0,0,0,1,0,0,0,0,0,105
1,u,1,0,0,0,1,0,0,0,0,0,100
2,s,1,0,0,0,1,0,0,0,0,0,127
3,e,1,0,0,0,1,0,0,0,0,0,129
4,r,1,0,0,0,1,0,0,0,0,0,137
5,1,1,0,0,0,1,0,0,0,0,0,98
6,p,1,0,0,0,1,0,0,0,0,0,114
7,a,1,0,0,0,1,0,0,0,0,0,104
8,s,1,0,0,0,1,0,0,0,0,0,65
9,s,1,0,0,0,1,0,0,0,0,0,79
10,w,1,0,0,0,1,0,0,0,0,0,110
11,o,1,0,0,0,1,0,0,0,0,0,102
12,r,1,0,0,0,1,0,0,0,0,0,64
13,d,1,0,0,0,1,0,0,0,0,0,110
14,1,1,0,0,0,1,0,0,0,0,0,114
15,2,1,0,0,0,1,0,0,0,0,0,112
16,3,1,0,0,0,1,0,0,0,0,0,104
1,u,1,0,0,0,1,0,0,0,0,0,100
2,s,1,0,0,0,1,0,0,0,0,0,127
3,e,1,0,0,0,1,0,0,0,0,0,129
4,r,1,0,0,0,1,0,0,0,0,0,137
5,1,1,0,0,0,1,0,0,0,0,0,98
6,p,1,0,0,0,1,0,0,0,0,0,114
7,a,1,0,0,0,1,0,0,0,0,0,104
8,s,1,0,0,0,1,0,0,0,0,0,65
9,s,1,0,0,0,1,0,0,0,0,0,79
10,w,1,0,0,0,1,0,0,0,0,0,110
11,o,1,0,0,0,1,0,0,0,0,0,102
12,r,1,0,0,0,1,0,0,0,0,0,64
13,d,1,0,0,0,1,0,0,0,0,0,110
14,1,1,0,0,0,1,0,0,0,0,0,114
15,2,1,0,0,0,1,0,0,0,0,0,112
16,3,1,0,0,0,1,0,0,0,0,0,104
1,u,1,0,0,0,1,0,0,0,0,0,100
2,s,1,0,0,0,1,0,0,0,0,0,107
3,e,1,0,0,0,1,0,0,0,0,0,101
4,r,1,0,0,0,1,0,0,0,0,0,88
5,1,1,0,0,0,1,0,0,0,0,0,93
6,p,1,0,0,0,1,0,0,0,0,0,93
7,a,1,0,0,0,1,0,0,0,0,0,106
8,s,1,0,0,0,1,0,0,0,0,0,88
9,s,1,0,0,0,1,0,0,0,0,0,87
10,w,1,0,0,0,1,0,0,0,0,0,110
11,o,1,0,0,0,1,0,0,0,0,0,100
12,r,1,0,0,0,1,0,0,0,0,0,46
13,d,1,0,0,0,1,0,0,0,0,0,83
14,1,1,0,0,0,1,0,0,0,0,0,112
15,2,1,0,0,0,1,0,0,0,0,0,108
16,3,1,0,0,0,1,0,0,0,0,0,102
1,u,1,0,0,0,1,0,0,0,0,0,96
2,s,1,0,0,0,1,0,0,0,0,0,107
3,e,1,0,0,0,1,0,0,0,0,0,98
4,r,1,0,0,0,1,0,0,0,0,0,82
5,1,1,0,0,0,1,0,0,0,0,0,114
6,p,1,0,0,0,1,0,0,0,0,0,113
7,a,1,0,0,0,1,0,0,0,0,0,93
8,s,1,0,0,0,1,0,0,0,0,0,80
9,s,1,0,0,0,1,0,0,0,0,0,113
10,w,1,0,0,0,1,0,0,0,0,0,122
11,o,1,0,0,0,1,0,0,0,0,0,97
12,r,1,0,0,0,1,0,0,0,0,0,83
13,d,1,0,0,0,1,0,0,0,0,0,75
14,1,1,0,0,0,1,0,0,0,0,0,109
15,2,1,0,0,0,1,0,0,0,0,0,83
16,3,1,0,0,0,1,0,0,0,0,0,101
1,u,1,0,0,0,1,0,0,0,0,0,96
2,s,1,0,0,0,1,0,0,0,0,0,107
3,e,1,0,0,0,1,0,0,0,0,0,98
4,r,1,0,0,0,1,0,0,0,0,0,82
5,1,1,0,0,0,1,0,0,0,0,0,114
6,p,1,0,0,0,1,0,0,0,0,0,113
7,a,1,0,0,0,1,0,0,0,0,0,93
8,s,1,0,0,0,1,0,0,0,0,0,80
9,s,1,0,0,0,1,0,0,0,0,0,113
10,w,1,0,0,0,1,0,0,0,0,0,122
11,o,1,0,0,0,1,0,0,0,0,0,97
12,r,1,0,0,0,1,0,0,0,0,0,83
13,d,1,0,0,0,1,0,0,0,0,0,75
14,1,1,0,0,0,1,0,0,0,0,0,109
15,2,1,0,0,0,1,0,0,0,0,0,83
16,3,1,0,0,0,1,0,0,0,0,0,101
1,u,1,0,0,0,1,0,0,0,0,0,96
2,s,1,0,0,0,1,0,0,0,0,0,107
3,e,1,0,0,0,1,0,0,0,0,0,98
4,r,1,0,0,0,1,0,0,0,0,0,82
5,1,1,0,0,0,1,0,0,0,0,0,114
6,p,1,0,0,0,1,0,0,0,0,0,113
7,a,1,0,0,0,1,0,0,0,0,0,93
8,s,1,0,0,0,1,0,0,0,0,0,80
9,s,1,0,0,0,1,0,0,0,0,0,113
10,w,1,0,0,0,1,0,0,0,0,0,122
11,o,1,0,0,0,1,0,0,0,0,0,97
12,r,1,0,0,0,1,0,0,0,0,0,83
13,d,1,0,0,0,1,0,0,0,0,0,75
14,1,1,0,0,0,1,0,0,0,0,0,109
15,2,1,0,0,0,1,0,0,0,0,0,83
16,3,1,0,0,0,1,0,0,0,0,0,101
1,u,1,0,0,0,1,0,0,0,0,0,99
2,s,1,0,0,0,1,0,0,0,0,0,98
3,e,1,0,0,0,1,0,0,0,0,0,89
4,r,1,0,0,0,1,0,0,0,0,0,77
5,1,1,0,0,0,1,0,0,0,0,0,89
6,p,1,0,0,0,1,0,0,0,0,0,99
7,a,1,0,0,0,1,0,0,0,0,0,74
8,s,1,0,0,0,1,0,0,0,0,0,80
9,s,1,0,0,0,1,0,0,0,0,0,109
10,w,1,0,0,0,1,0,0,0,0,0,101
11,o,1,0,0,0,1,0,0,0,0,0,104
12,r,1,0,0,0,1,0,0,0,0,0,72
13,d,1,0,0,0,1,0,0,0,0,0,93
14,1,1,0,0,0,1,0,0,0,0,0,121
15,2,1,0,0,0,1,0,0,0,0,0,93
16,3,1,0,0,0,1,0,0,0,0,0,89
1,u,1,0,0,0,1,0,0,0,0,0,101
2,s,1,0,0,0,1,0,0,0,0,0,81
3,e,1,0,0,0,1,0,0,0,0,0,86
4,r,1,0,0,0,1,0,0,0,0,0,68
5,1,1,0,0,0,1,0,0,0,0,0,104
6,p,1,0,0,0,1,0,0,0,0,0,102
7,a,1,0,0,0,1,0,0,0,0,0,92
8,s,1,0,0,0,1,0,0,0,0,0,67
9,s,1,0,0,0,1,0,0,0,0,0,78
10,w,1,0,0,0,1,0,0,0,0,0,98
11,o,1,0,0,0,1,0,0,0,0,0,80
12,r,1,0,0,0,1,0,0,0,0,0,56
13,d,1,0,0,0,1,0,0,0,0,0,92
14,1,1,0,0,0,1,0,0,0,0,0,108
15,2,1,0,0,0,1,0,0,0,0,0,107
16,3,1,0,0,0,1,0,0,0,0,0,65
1,u,1,0,0,0,1,0,0,0,0,0,88
2,s,1,0,0,0,1,0,0,0,0,0,92
3,e,1,0,0,0,1,0,0,0,0,0,101
4,r,1,0,0,0,1,0,0,0,0,0,69
5,1,1,0,0,0,1,0,0,0,0,0,103
6,p,1,0,0,0,1,0,0,0,0,0,98
7,a,1,0,0,0,1,0,0,0,0,0,87
8,s,1,0,0,0,1,0,0,0,0,0,75
9,s,1,0,0,0,1,0,0,0,0,0,93
10,w,1,0,0,0,1,0,0,0,0,0,106
11,o,1,0,0,0,1,0,0,0,0,0,100
12,r,1,0,0,0,1,0,0,0,0,0,75
13,d,1,0,0,0,1,0,0,0,0,0,84
14,1,1,0,0,0,1,0,0,0,0,0,117
15,2,1,0,0,0,1,0,0,0,0,0,84
16,3,1,0,0,0,1,0,0,0,0,0,98
1,u,1,0,0,0,1,0,0,0,0,0,96
2,s,1,0,0,0,1,0,0,0,0,0,97
3,e,1,0,0,0,1,0,0,0,0,0,92
4,r,1,0,0,0,1,0,0,0,0,0,138
5,1,1,0,0,0,1,0,0,0,0,0,90
6,p,1,0,0,0,1,0,0,0,0,0,105
7,a,1,0,0,0,1,0,0,0,0,0,93
8,s,1,0,0,0,1,0,0,0,0,0,77
9,s,1,0,0,0,1,0,0,0,0,0,86
10,w,1,0,0,0,1,0,0,0,0,0,122
11,o,1,0,0,0,1,0,0,0,0,0,109
12,r,1,0,0,0,1,0,0,0,0,0,85
13,d,1,0,0,0,1,0,0,0,0,0,113
14,1,1,0,0,0,1,0,0,0,0,0,125
15,2,1,0,0,0,1,0,0,0,0,0,95
16,3,1,0,0,0,1,0,0,0,0,0,85
1,u,1,0,0,0,1,0,0,0,0,0,99
2,s,1,0,0,0,1,0,0,0,0,0,100
3,e,1,0,0,0,1,0,0,0,0,0,87
4,r,1,0,0,0,1,0,0,0,0,0,84
5,1,1,0,0,0,1,0,0,0,0,0,92
6,p,1,0,0,0,1,0,0,0,0,0,96
7,a,1,0,0,0,1,0,0,0,0,0,97
8,s,1,0,0,0,1,0,0,0,0,0,64
9,s,1,0,0,0,1,0,0,0,0,0,82
10,w,1,0,0,0,1,0,0,0,0,0,114
11,o,1,0,0,0,1,0,0,0,0,0,103
12,r,1,0,0,0,1,0,0,0,0,0,65
13,d,1,0,0,0,1,0,0,0,0,0,80
14,1,1,0,0,0,1,0,0,0,0,0,108
15,2,1,0,0,0,1,0,0,0,0,0,95
16,3,1,0,0,0,1,0,0,0,0,0,92
1,u,1,0,0,0,1,0,0,0,0,0,99
2,s,1,0,0,0,1,0,0,0,0,0,100
3,e,1,0,0,0,1,0,0,0,0,0,87
4,r,1,0,0,0,1,0,0,0,0,0,84
5,1,1,0,0,0,1,0,0,0,0,0,92
6,p,1,0,0,0,1,0,0,0,0,0,96
7,a,1,0,0,0,1,0,0,0,0,0,97
8,s,1,0,0,0,1,0,0,0,0,0,64
9,s,1,0,0,0,1,0,0,0,0,0,82
10,w,1,0,0,0,1,0,0,0,0,0,114
11,o,1,0,0,0,1,0,0,0,0,0,103
12,r,1,0,0,0,1,0,0,0,0,0,65
13,d,1,0,0,0,1,0,0,0,0,0,80
14,1,1,0,0,0,1,0,0,0,0,0,108
