key_id,key,operation,pX,pY,LR,state,delta,time_diff,time_since_beginning,press_to_press,release_to_press,hold_time
8,s,1,0,0,0,1,0,0,0,0,0,75
9,s,1,0,0,0,1,0,0,0,0,0,74
10,w,1,0,0,0,1,0,0,0,0,0,100
11,o,1,0,0,0,1,0,0,0,0,0,92
12,r,1,0,0,0,1,0,0,0,0,0,134
13,d,1,0,0,0,1,0,0,0,0,0,92
14,1,1,0,0,0,1,0,0,0,0,0,100
15,2,1,0,0,0,1,0,0,0,0,0,116
16,3,1,0,0,0,1,0,0,0,0,0,108
1,u,1,0,0,0,1,0,0,0,0,0,90
2,s,1,0,0,0,1,0,0,0,0,0,124
3,e,1,0,0,0,1,0,0,0,0,0,116
4,r,1,0,0,0,1,0,0,0,0,0,100
5,1,1,0,0,0,1,0,0,0,0,0,126
6,p,1,0,0,0,1,0,0,0,0,0,99
7,a,1,0,0,0,1,0,0,0,0,0,92
8,s,1,0,0,0,1,0,0,0,0,0,68
9,s,1,0,0,0,1,0,0,0,0,0,59
10,w,1,0,0,0,1,0,0,0,0,0,106
11,o,1,0,0,0,1,0,0,0,0,0,91
12,r,1,0,0,0,1,0,0,0,0,0,92
13,d,1,0,0,0,1,0,0,0,0,0,109
14,1,1,0,0,0,1,0,0,0,0,0,109
15,2,1,0,0,0,1,0,0,0,0,0,100
16,3,1,0,0,0,1,0,0,0,0,0,91
1,u,1,0,0,0,1,0,0,0,0,0,91
2,s,1,0,0,0,1,0,0,0,0,0,109
3,e,1,0,0,0,1,0,0,0,0,0,100
4,r,1,0,0,0,1,0,0,0,0,0,58
5,1,1,0,0,0,1,0,0,0,0,0,109
6,p,1,0,0,0,1,0,0,0,0,0,107
7,a,1,0,0,0,1,0,0,0,0,0,84
8,s,1,0,0,0,1,0,0,0,0,0,76
9,s,1,0,0,0,1,0,0,0,0,0,59
10,w,1,0,0,0,1,0,0,0,0,0,92
11,o,1,0,0,0,1,0,0,0,0,0,92
12,r,1,0,0,0,1,0,0,0,0,0,75
13,d,1,0,0,0,1,0,0,0,0,0,116
14,1,1,0,0,0,1,0,0,0,0,0,133
15,2,1,0,0,0,1,0,0,0,0,0,83
16,3,1,0,0,0,1,0,0,0,0,0,93
1,u,1,0,0,0,1,0,0,0,0,0,99
2,s,1,0,0,0,1,0,0,0,0,0,127
3,e,1,0,0,0,1,0,0,0,0,0,93
4,r,1,0,0,0,1,0,0,0,0,0,101
5,1,1,0,0,0,1,0,0,0,0,0,132
6,p,1,0,0,0,1,0,0,0,0,0,109
7,a,1,0,0,0,1,0,0,0,0,0,100
8,s,1,0,0,0,1,0,0,0,0,0,67
9,s,1,0,0,0,1,0,0,0,0,0,76
10,w,1,0,0,0,1,0,0,0,0,0,91
11,o,1,0,0,0,1,0,0,0,0,0,100
12,r,1,0,0,0,1,0,0,0,0,0,101
13,d,1,0,0,0,1,0,0,0,0,0,85
14,1,1,0,0,0,1,0,0,0,0,0,109
15,2,1,0,0,0,1,0,0,0,0,0,100
16,3,1,0,0,0,1,0,0,0,0,0,100
1,u,1,0,0,0,1,0,0,0,0,0,109
2,s,1,0,0,0,1,0,0,0,0,0,101
3,e,1,0,0,0,1,0,0,0,0,0,94
4,r,1,0,0,0,1,0,0,0,0,0,74
5,1,1,0,0,0,1,0,0,0,0,0,117
6,p,1,0,0,0,1,0,0,0,0,0,124
7,a,1,0,0,0,1,0,0,0,0,0,109
8,s,1,0,0,0,1,0,0,0,0,0,75
9,s,1,0,0,0,1,0,0,0,0,0,82
10,w,1,0,0,0,1,0,0,0,0,0,110
11,o,1,0,0,0,1,0,0,0,0,0,109
12,r,1,0,0,0,1,0,0,0,0,0,76
13,d,1,0,0,0,1,0,0,0,0,0,100
14,1,1,0,0,0,1,0,0,0,0,0,125
15,2,1,0,0,0,1,0,0,0,0,0,100
16,3,1,0,0,0,1,0,0,0,0,0,100
1,u,1,0,0,0,1,0,0,0,0,0,107
2,s,1,0,0,0,1,0,0,0,0,0,141
3,e,1,0,0,0,1,0,0,0,0,0,117
4,r,1,0,0,0,1,0,0,0,0,0,75
5,1,1,0,0,0,1,0,0,0,0,0,109
6,p,1,0,0,0,1,0,0,0,0,0,99
7,a,1,0,0,0,1,0,0,0,0,0,91
8,s,1,0,0,0,1,0,0,0,0,0,75
9,s,1,0,0,0,1,0,0,0,0,0,83
10,w,1,0,0,0,1,0,0,0,0,0,110
11,o,1,0,0,0,1,0,0,0,0,0,92
12,r,1,0,0,0,1,0,0,0,0,0,84
13,d,1,0,0,0,1,0,0,0,0,0,100
14,1,1,0,0,0,1,0,0,0,0,0,109
15,2,1,0,0,0,1,0,0,0,0,0,108
16,3,1,0,0,0,1,0,0,0,0,0,108
1,u,1,0,0,0,1,0,0,0,0,0,92
2,s,1,0,0,0,1,0,0,0,0,0,142
3,r,1,0,0,0,1,0,0,0,0,0,84
